fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc_%,SApM,Str_Def_%,TD_Avg,TD_Acc_%,TD_Def_%,Sub_Avg
Kelvin Gastelum,175,84,180,Southpaw,"Oct 24, 1991",3.64,43,2.92,59,1.22,39,64,0.1
Louis Gaudinot,160,57,160,Orthodox,"Aug 28, 1984",2.34,37,6.42,48,0.57,40,31,1.1
Chad George,168,61,173,Southpaw,"Apr 30, 1982",1.26,50,1.11,65,3.08,46,0,1.3
Karine Gevorgyan,163,57,160,Orthodox,"Mar 09, 1989",1.2,20,1.8,76,0,0,0,0
Christos Giagos,178,70,180,Orthodox,"Jan 23, 1990",2.88,41,2.59,51,3.11,39,50,0.3
Joe Giannetti,183,70,188,Southpaw,"Jul 05, 1995",1.93,38,2.8,40,1,16,0,0
Chase Gibson,178,70,183,Orthodox,"Feb 07, 1990",3.13,54,6.4,52,0,0,0,0
Cody Gibson,178,61,180,Orthodox,"Sep 11, 1987",2.47,31,2.54,63,1.85,38,58,0.4
Thomas Gifford,185,70,190,Orthodox,"Jul 26, 1992",3.97,37,6.45,37,0.5,33,33,0
Trevin Giles,183,84,188,Orthodox,"Aug 06, 1992",3.26,56,1.88,62,1.37,80,79,0.3
Gregor Gillespie,170,70,180,Orthodox,"Nov 13, 1986",3.58,49,2.14,60,7.02,47,0,0.9
Rick Glenn,183,66,178,Southpaw,"Apr 12, 1989",4.31,42,4.29,53,0.67,13,66,0.3
Mark Godbeer,193,120,196,Orthodox,"Nov 22, 1983",3.97,53,3.3,54,0,0,28,0
Hannah Goldy,163,57,155,Orthodox,"May 18, 1992",6.53,46,3.9,55,0,0,66,0
Marcelo Golm,190,120,190,Orthodox,"Sep 15, 1992",4.27,58,4.3,45,0.45,50,87,0.5
Frank Gomez,178,61,170,Orthodox,"Mar 31, 1986",1.52,48,0.79,66,1.14,60,70,0.8
Edson Gomez,173,77,175,Switch,"Feb 23, 1991",2.66,32,8.78,45,0,0,0,0
Joey Gomez,178,70,180,Orthodox,"Aug 29, 1989",3.73,49,3.33,50,2,28,0,0
Luis Gomez,170,66,173,Orthodox,"Jan 28, 1995",1.57,33,4.03,55,4.48,50,33,0
Akihiro Gono,170,77,173,Switch,"Oct 07, 1974",2.18,48,2.67,63,1.01,84,46,0.5
Takanori Gomi,170,70,178,Southpaw,"Sep 22, 1978",3.81,41,3.52,60,1.23,65,63,0.8
Gabriel Gonzaga,188,120,193,Orthodox,"May 18, 1979",2.12,45,2.94,57,2.8,39,66,1.1
Justin Gonzales,175,66,183,Orthodox,"Apr 28, 1991",6.67,80,0.87,43,14,73,100,0
Fernando Gonzalez,175,77,173,Southpaw,"Sep 15, 1983",4.47,47,4.03,65,0.86,33,43,1.4
Jorge Gonzalez,188,93,193,Orthodox,"Feb 29, 1984",0,0,0,0,0,0,0,0
Jason Gonzalez,188,70,188,Southpaw,"Feb 28, 1990",3.06,39,3.13,58,0,0,30,1
Mikey Gonzalez,180,70,188,Orthodox,"Aug 13, 1985",0.91,16,14.55,11,0,0,0,0
Jared Gooden,183,77,196,Orthodox,"Dec 05, 1993",6.67,47,11.2,49,1,100,100,0
Lyman Good,183,77,188,Orthodox,"May 26, 1985",5.34,48,4.01,63,0.27,100,75,0
Eddie Gordon,183,84,193,Orthodox,"Jul 22, 1983",2.03,32,2.57,60,1.93,83,63,0
Alex Gorgees,188,70,188,Switch,"Aug 11, 1995",0.67,32,2.27,38,0,0,54,0
Malcolm Gordon,170,57,180,Switch,"May 19, 1990",0.55,13,3.87,54,0,0,0,0
Jared Gordon,175,66,173,Orthodox,"Sep 06, 1988",5.54,56,3.22,60,2.81,39,55,0
Thibault Gouti,178,70,183,Orthodox,"Feb 27, 1987",3.68,34,5.64,50,1.23,80,83,0.3
Jonathan Goulet,183,77,185,Orthodox,"Jul 13, 1979",1.61,41,2.01,46,4.17,70,45,0.6
Wilson Gouveia,185,84,193,Orthodox,"Oct 03, 1978",3.02,39,4.06,56,0.9,66,57,2.2
Damian Grabowski,185,120,190,Orthodox,"May 12, 1980",4,36,7.65,51,0,0,0,0
Roger Gracie,193,84,201,Orthodox,"Sep 26, 1981",1.78,35,1.79,61,1.87,53,60,1.9
Kron Gracie,175,66,178,Southpaw,"Jul 11, 1988",5.15,41,8.13,53,0.88,25,0,0.9
Miranda Granger,170,57,173,Orthodox,"Apr 13, 1992",2.91,48,2.64,59,0,0,40,0
Davey Grant,173,61,175,Orthodox,"Dec 18, 1985",3.93,47,2.47,63,2.3,45,66,0.2
TJ Grant,178,70,183,Orthodox,"Feb 26, 1984",3.95,54,3.21,56,1.63,43,36,0.6
Tony Gravely,165,61,175,Orthodox,"Sep 28, 1991",3.69,55,3.16,42,5.6,51,50,0.8
Alexa Grasso,165,57,168,Orthodox,"Aug 09, 1993",4.96,43,3.61,64,0.28,40,60,0.6
Shelton Graves,188,120,193,Southpaw,"Oct 23, 1985",2.19,69,0.81,33,4.86,57,0,0
Michael Graves,178,77,180,Orthodox,"Jan 08, 1991",1.25,54,1.47,58,4.8,52,66,0.4
Kevin Gray,163,57,170,Orthodox,"May 03, 1985",3.45,62,4.48,66,0,0,0,0
Dwight Grant,185,77,193,Switch,"Sep 14, 1984",3.39,37,2.16,69,0.34,100,78,0
Max Griffin,180,77,193,Orthodox,"Nov 29, 1985",4.14,48,3.94,56,1.7,51,66,0.5
Tyson Griffin,168,66,173,Orthodox,"Apr 20, 1984",3.71,41,2.3,65,1.87,46,59,0.9
Gabe Green,178,77,185,Switch,"May 02, 1993",6.57,46,7.23,49,1,100,57,0.5
Bobby Green,178,70,180,Orthodox,"Sep 09, 1986",5.17,51,3.32,63,1.56,41,72,0.3
Matt Grice,173,66,178,Orthodox,"Jul 29, 1981",4.09,53,2.69,56,2.19,37,82,0.5
Maurice Greene,201,120,203,Orthodox,"Jul 05, 1986",4.12,44,4.37,45,0,0,28,0.6
Desmond Green,178,70,185,Southpaw,"Oct 11, 1989",3.7,46,2.51,69,1.62,50,75,0
Forrest Griffin,190,93,196,Orthodox,"Mar 16, 1979",4.38,36,2.81,61,1.05,48,57,0.7
Jordan Griffin,178,66,185,Southpaw,"Feb 28, 1990",2.6,46,3.18,48,0.78,23,42,1.8
Chad Griggs,185,93,185,Orthodox,"May 15, 1978",2.67,50,2.22,46,1.51,66,41,0
Maxim Grishin,190,120,198,Orthodox,"May 02, 1984",2.95,44,2.33,56,0.38,33,66,0
Josh Grispi,180,66,188,Orthodox,"Oct 14, 1988",1.44,41,3.71,50,1.97,36,16,2.2
Kendall Grove,198,84,201,Orthodox,"Nov 12, 1982",2.31,41,2.4,54,0.49,45,56,1.7
Wang Guan,175,66,180,Orthodox,"Mar 14, 1986",4.73,43,3.27,60,0,0,0,0
Chris Gruetzemacher,173,70,173,Orthodox,"Jun 16, 1986",7.02,57,5.54,55,0,0,62,0
Vik Grujic,180,77,185,Orthodox,"Feb 06, 1977",2.24,48,3.39,41,1.18,33,26,0.4
Mike Grundy,170,66,183,Orthodox,"Jan 03, 1987",2.15,43,4.09,58,4.25,38,100,0.6
Shannon Gugerty,178,70,180,Orthodox,"Dec 30, 1981",1.25,39,1.88,58,2.13,27,50,3.4
Clay Guida,170,70,178,Orthodox,"Dec 08, 1981",2.44,34,2.57,63,3.36,38,68,0.7
Melvin Guillard,175,70,180,Orthodox,"Mar 30, 1983",2.96,40,1.85,66,1.3,63,61,0.2
Marcelo Guimaraes,183,84,185,Orthodox,"Jun 25, 1983",4.67,51,4.41,62,1.99,13,0,0
John Gunther,175,70,183,Orthodox,"Nov 24, 1985",1.65,37,3.72,46,7.08,42,0,0
Jorge Gurgel,170,70,175,Orthodox,"Jan 25, 1977",3.37,32,3.62,62,0.81,23,60,0.5
John Gunderson,175,70,175,Orthodox,"Jan 05, 1979",1.04,27,1.71,58,1.67,33,11,2
Alexander Gustafsson,196,93,201,Orthodox,"Jan 15, 1987",4.02,40,3.42,51,1.54,39,83,0.4
Chris Gutierrez,175,66,170,Orthodox,"Apr 22, 1991",4.3,57,2.45,59,0.57,60,73,0.2
Tim Hague,193,120,193,Orthodox,"May 09, 1983",2.79,47,4.14,46,1.72,33,85,0.9
Chelsea Hackett,163,57,168,Switch,"Aug 16, 1998",2.58,51,4.85,46,0,0,57,0
Mike Guymon,183,77,188,Orthodox,"Sep 17, 1974",2.75,65,0.79,66,1.87,37,54,1.2
Damir Hadzovic,175,70,178,Orthodox,"Aug 08, 1986",2.99,46,2.99,66,0.68,60,39,0.2
Ryan Hall,178,66,178,Southpaw,"Feb 22, 1985",2.32,43,0.96,75,0.31,16,0,0.9
Dennis Hallman,175,70,183,Orthodox,"Dec 02, 1975",1.12,44,1.96,43,1.79,30,25,2.1
Uriah Hall,183,84,201,Orthodox,"Jul 31, 1984",3.34,51,3.54,53,0.67,38,69,0.2
Piotr Hallmann,175,70,180,Orthodox,"Aug 25, 1987",3.98,45,3.17,58,2.55,44,70,0.4
Seo Hee Ham,157,52,157,Southpaw,"Mar 08, 1987",4.2,39,5.15,61,0,0,66,0.2
Anthony Hamilton,196,120,193,Orthodox,"Apr 14, 1980",3.91,65,3.02,45,2.62,42,78,0
Matt Hamill,185,93,193,Orthodox,"Oct 05, 1976",3.69,42,3.8,61,3,34,91,0
CJ Hamilton,170,57,173,Switch,"Oct 07, 1986",2.47,31,3.93,58,0,0,62,0
Jared Hamman,190,84,190,Orthodox,"Mar 07, 1982",5.15,42,3.93,55,1.57,46,30,0
Nasrat Haqparast,178,70,183,Southpaw,"Aug 22, 1995",5.81,47,3.23,74,0.18,16,84,0
Kay Hansen,157,52,160,Orthodox,"Aug 14, 1999",3.57,59,3.03,54,2.19,25,100,1.6
Antoni Hardonk,193,120,198,Orthodox,"Feb 05, 1976",3.4,61,3.07,46,0,0,40,0.9
Dan Hardy,183,77,188,Orthodox,"May 17, 1982",2.46,35,3.44,51,0.73,35,35,0.4
Greg Hardy,196,120,203,Orthodox,"Jul 28, 1988",4.83,50,3.12,56,0.21,33,80,0
Phil Harris,163,57,165,Orthodox,"Sep 04, 1983",2.34,26,3.16,68,1.76,21,60,0
Dale Hartt,178,70,175,Orthodox,"Apr 04, 1979",1.14,35,1.55,66,1.22,100,25,2.5
Walt Harris,196,120,196,Southpaw,"Jun 10, 1983",2.95,38,3.43,54,0.3,28,72,0.1
Gerald Harris,180,84,196,Southpaw,"Nov 19, 1979",1.41,29,1.58,62,2.96,54,72,0
Clay Harvison,185,77,188,Orthodox,"Sep 25, 1980",3.29,48,3.91,58,0.66,100,68,1.3
John Hathaway,185,77,190,Orthodox,"Jul 23, 1987",3.4,40,1.8,62,2.61,43,60,0.9
Phil Hawes,183,84,196,Orthodox,"Jan 08, 1989",2.84,52,4.18,47,3.13,35,0,0
Dustin Hazelett,185,77,193,Orthodox,"Apr 29, 1986",2.24,40,3.51,46,0.55,50,25,4.1
James Head,185,77,185,Orthodox,"Feb 09, 1984",2.75,48,3.11,49,0.41,100,66,0.8
Pat Healy,183,70,183,Orthodox,"Jul 20, 1983",2.57,36,2.57,50,3.08,37,55,1.1
David Heath,180,93,183,Orthodox,"Feb 10, 1976",1.48,30,5.16,49,0.33,50,57,1
Marcin Held,175,70,180,Orthodox,"Jan 18, 1992",1.41,34,2.02,47,2.46,46,37,1.3
Nick Hein,168,70,168,Southpaw,"Apr 24, 1984",2.65,35,3.61,59,0.86,33,83,0
Ian Heinisch,180,84,183,Orthodox,"Aug 05, 1988",3.28,50,2.79,58,1.13,18,60,0.8
Jake Hecht,183,77,185,Orthodox,"Feb 09, 1984",3.26,47,2.76,56,2.04,37,40,0
Benson Henderson,175,77,178,Southpaw,"Nov 16, 1983",2.93,45,1.79,63,2.4,45,63,0.8
Johny Hendricks,175,84,175,Southpaw,"Sep 12, 1983",3.49,45,3.99,53,3.83,46,63,0.3
Dan Henderson,180,84,188,Orthodox,"Aug 24, 1970",2.44,47,2.7,51,1.52,52,57,0.3
Luis Henrique,188,120,188,Orthodox,"Aug 21, 1993",1.81,43,2.22,47,3.09,36,50,1
Danny Henry,183,66,185,Orthodox,"Jul 17, 1988",5.2,51,4.16,45,0.74,33,50,2.2
Jai Herbert,185,70,196,Orthodox,"May 13, 1988",1.83,30,2.61,48,0,0,33,0
Ed Herman,185,93,196,Orthodox,"Oct 02, 1980",3.32,49,3.35,43,2.21,48,60,1.2
Dave Herman,193,120,196,Orthodox,"Oct 03, 1984",4.98,60,3.78,48,1.49,100,58,0
Jack Hermansson,185,84,196,Orthodox,"Jun 10, 1988",5.03,44,3.46,54,1.96,34,75,0.7
Alexander Hernandez,175,70,183,Orthodox,"Oct 01, 1992",3.57,35,3.81,59,1.6,38,62,0
Anthony Hernandez,183,84,190,Orthodox,"Oct 18, 1993",4.92,55,5.09,47,3.76,66,70,1.9
Nohelin Hernandez,178,61,180,Orthodox,"Mar 01, 1994",1.32,34,2.63,52,0.71,50,37,0
Alvaro Herrera Mendoza,183,70,188,Orthodox,"May 14, 1990",1.89,38,3.4,55,0,0,33,1.1
Geane Herrera,165,57,168,Orthodox,"May 27, 1990",1.51,31,5.07,52,0.83,37,38,0.6
Felice Herrig,163,52,165,Orthodox,"Sep 18, 1984",3.63,36,4.84,49,1.18,30,72,0.9
Heath Herring,193,120,198,Orthodox,"Mar 02, 1978",2.37,50,1.77,54,1.22,50,32,0.7
Clint Hester,188,93,196,Orthodox,"Nov 21, 1986",3.36,42,3.44,56,1.02,35,60,0
Marcus Hicks,168,70,163,Southpaw,"Nov 25, 1975",1.42,43,3.06,61,2.7,53,25,4
Jimy Hettes,175,66,180,Southpaw,"Jun 09, 1987",3.47,57,3.5,57,5.2,44,61,1.4
Jay Hieron,183,77,190,Orthodox,"Jul 29, 1976",1.66,32,1.89,61,4.05,60,66,1
Jason High,173,70,185,Southpaw,"Oct 12, 1981",1.28,42,1.56,48,2.36,63,37,2.8
Jamahal Hill,193,93,201,Southpaw,"May 19, 1991",7.9,52,3.15,49,0,0,53,0
Kailan Hill,185,84,196,Southpaw,"Dec 01, 1994",2.6,53,4.8,37,3,42,0,0
Angela Hill,160,52,163,Orthodox,"Jan 12, 1985",5.66,50,4.98,64,0.45,36,76,0.1
Hatsu Hioki,180,66,185,Orthodox,"Jul 18, 1983",2.42,42,2.12,65,2.55,56,54,0.6
Kuniyoshi Hironaka,178,77,178,Orthodox,"Jun 17, 1976",1.98,40,3.01,54,1.91,30,25,0.6
Mizuto Hirota,170,70,170,Orthodox,"May 05, 1981",3.36,40,3.5,54,1.36,50,58,0.1
Corey Hill,193,70,203,Orthodox,"Oct 03, 1978",3.57,46,1.61,70,3.02,80,100,0
Matt Hobar,178,61,178,Southpaw,"Jan 07, 1987",3.23,42,4.27,52,3.66,44,50,0
Kevin Holland,190,84,206,Orthodox,"Nov 05, 1992",4.14,56,2.58,56,1.08,45,51,0.7
Andrew Holbrook,180,70,178,Southpaw,"Feb 06, 1986",2.2,49,3,54,0.85,18,10,2.1
Max Holloway,180,66,175,Orthodox,"Dec 04, 1991",7.26,46,4.58,60,0.21,71,84,0.3
Holly Holm,173,61,175,Southpaw,"Oct 17, 1981",3.16,38,2.8,57,0.81,30,76,0.1
Kurt Holobaugh,180,70,178,Orthodox,"Sep 08, 1986",4.51,42,4.28,46,0.97,36,45,0.7
Paddy Holohan,178,57,175,Orthodox,"May 03, 1988",2.13,46,2.81,46,2.88,47,71,1.3
Scott Holtzman,175,70,175,Orthodox,"Sep 30, 1983",4.44,49,3.47,54,2.16,58,66,0.2
Sabah Homasi,183,77,183,Orthodox,"Oct 19, 1988",4.98,48,6.91,47,2.8,50,66,0
Barb Honchak,163,57,165,Orthodox,"Aug 30, 1979",4.04,30,4.67,66,0,0,0,1.3
Mark Hominick,173,66,173,Orthodox,"Jul 22, 1982",4.08,42,4.18,69,0.25,66,71,0.9
Chris Honeycutt,178,77,185,Orthodox,"Jul 25, 1988",2.99,44,1.41,66,3.4,45,75,0
Chase Hooper,185,66,188,Southpaw,"Sep 13, 1999",4.43,45,3.95,38,0.32,7,66,2.2
Dan Hooker,183,70,190,Switch,"Feb 13, 1990",4.95,48,4.92,51,0.72,34,79,0.3
Yoshinori Horie,173,66,178,Orthodox,"May 10, 1995",2.76,49,5.65,48,0,0,0,0
Kyoji Horiguchi,165,57,168,Orthodox,"Oct 12, 1990",3.6,45,2.45,62,2,44,55,0
Chris Horodecki,175,70,175,Orthodox,"Sep 24, 1987",4.59,41,3.16,65,1.52,55,37,0.9
Jeremy Horn,185,84,188,Orthodox,"Aug 25, 1975",1.19,39,1.99,55,1.83,38,29,1.1
Jeff Hougland,170,61,173,Orthodox,"Aug 02, 1978",1.86,48,3.46,47,0.86,18,0,1.1
Darrell Horcher,178,70,178,Southpaw,"Jul 28, 1987",2.05,44,4.21,39,0.35,50,47,0.7
John Howard,170,77,183,Orthodox,"Mar 01, 1983",2.15,50,3.08,51,2.7,49,53,0.4
Carlos Huachin,163,61,170,Southpaw,"Jun 04, 1996",2.1,21,4.8,50,0,0,66,0
Brady Huang,175,61,175,Orthodox,"Dec 16, 1992",4.62,37,10.77,30,0,0,0,0
Collin Huckbody,190,84,193,Orthodox,"Sep 29, 1994",2.05,60,2.73,42,10.23,100,0,20.4
Austin Hubbard,178,70,180,Orthodox,"Dec 22, 1991",3.45,48,2.58,58,0.76,60,53,0
Jeff Hughes,188,120,196,Orthodox,"May 17, 1988",3.95,51,3.67,60,0.71,50,45,0
Matt Hughes,175,77,185,Switch,"Oct 13, 1973",2.14,53,1.36,53,2.95,50,35,1.2
Roger Huerta,175,70,178,Orthodox,"May 20, 1983",3.64,36,2.33,56,2.13,46,52,0.5
Sam Hughes,165,52,163,Orthodox,"Jun 28, 1992",4,37,10.4,49,0,0,0,0
Harry Hunsucker,188,120,190,Orthodox,"Jan 03, 1989",4.33,51,8.44,41,0,0,0,0
Mark Hunt,178,120,183,Orthodox,"Mar 23, 1974",2.81,43,2.9,51,0.51,55,64,0.2
Khadis Ibragimov,190,93,198,Orthodox,"May 21, 1995",3.55,49,4.26,47,0.97,30,80,0.3
Al Iaquinta,178,70,178,Orthodox,"Apr 30, 1987",4.06,40,4.44,61,0.64,18,74,0.2
Dan Ige,170,66,180,Orthodox,"Aug 06, 1991",3.95,46,3.36,58,1.68,27,59,0.5
Zelim Imadaev,183,77,193,Orthodox,"Jan 25, 1995",2.91,36,4.35,43,0.38,50,60,0
Nassourdine Imavov,190,84,190,Orthodox,"Mar 01, 1995",4.17,61,2.03,59,0.5,12,60,2
Naoki Inoue,175,57,180,Orthodox,"Jun 14, 1997",3.67,35,3.37,60,0,0,60,2.5
Inoue Mizuki,160,57,165,Orthodox,"Aug 19, 1994",5,50,6.87,48,0,0,66,0
James Irvin,188,93,190,Orthodox,"Sep 12, 1978",2.03,48,3.86,35,0,0,36,0.5
Teruto Ishihara,170,61,175,Southpaw,"Jul 23, 1991",3.26,44,3.63,53,0.5,16,30,0
Damir Ismagulov,175,70,178,Orthodox,"Feb 03, 1991",3.76,43,1.87,69,1.67,31,100,0
Leandro Issa,170,61,175,Orthodox,"Sep 19, 1983",2.08,37,3.17,58,2.38,22,50,1.2
Anthony Ivy,188,84,188,Orthodox,"Jan 23, 1990",2.5,42,4.57,51,4.69,20,100,0
Blagoy Ivanov,180,120,185,Southpaw,"Oct 09, 1986",3.32,40,4.15,54,1.06,54,75,0.2
Yves Jabouin,170,61,173,Orthodox,"May 30, 1979",3.06,41,2.93,62,1.94,60,82,0.1
Quinton Jackson,185,93,185,Orthodox,"Jun 20, 1978",3.25,54,2.51,55,1.52,56,73,0.1
Jason Jackson,185,77,198,Orthodox,"Oct 30, 1990",2.24,48,1.31,56,0,0,0,0
Damon Jackson,180,66,180,Switch,"Aug 08, 1988",2.46,35,3.63,45,1.14,20,35,2.7
Montel Jackson,178,61,190,Southpaw,"Apr 24, 1992",3.77,55,1.5,56,4.15,77,66,0.2
Dustin Jacoby,190,93,193,Orthodox,"Apr 04, 1988",3.68,46,2.94,61,0.22,100,70,0
Ryan Janes,190,84,193,Orthodox,"Aug 22, 1981",7.69,48,5.53,59,0.35,100,58,0
Virna Jandiroba,160,52,163,Orthodox,"May 30, 1988",2.39,46,3.08,54,3.16,53,73,2
Dave Jansen,175,70,185,Orthodox,"Aug 21, 1979",2.94,33,3.67,58,2.79,28,38,0.9
Keith Jardine,188,84,193,Orthodox,"Oct 31, 1975",3.25,36,2.98,59,1.18,45,62,0.7
Justin Jaynes,170,70,173,Orthodox,"Aug 10, 1989",3.58,42,6.49,58,0,0,33,0.6
Rony Jason,170,66,185,Orthodox,"Mar 21, 1984",2.04,44,3.14,53,0.59,30,36,0.8
Joanna Jedrzejczyk,168,52,165,Orthodox,"Aug 18, 1987",6.3,48,3.08,64,0.28,62,81,0.1
Aaron Jeffery,188,84,188,Orthodox,"Nov 14, 1992",6.21,84,4.14,39,0,0,75,0
Ryan Jensen,185,84,193,Orthodox,"Sep 20, 1977",2.84,39,2.99,59,1.55,50,31,1.9
Carls John De Tomas,165,57,180,Southpaw,"Aug 28, 1996",1.74,37,3.93,44,1.37,33,66,0
Sung Bin Jo,183,66,183,Orthodox,"Jul 17, 1992",1.4,33,2.67,51,1,33,83,1
Brett Johns,170,61,180,Orthodox,"Feb 21, 1992",2.86,49,3.84,53,4.92,49,58,1
Miles Johns,170,61,168,Orthodox,"Mar 30, 1994",3.33,48,2.42,68,1.21,30,87,0
DaMarques Johnson,185,77,190,Orthodox,"Jun 28, 1982",2.11,37,3.75,51,1.18,55,19,0.7
Lavar Johnson,193,120,208,Orthodox,"Jun 11, 1977",5.39,55,2.54,55,0.61,66,54,0.6
Ryan Jimmo,185,93,185,Orthodox,"Nov 27, 1981",3.12,66,2.77,46,0.45,28,87,0
Kajan Johnson,180,70,190,Orthodox,"Apr 21, 1984",2.47,42,1.59,64,1.54,37,62,0.2
Demetrious Johnson,160,57,168,Orthodox,"Aug 13, 1986",3.43,54,1.66,67,3.35,56,65,0.5
Michael Johnson,178,70,185,Southpaw,"Jun 04, 1986",4.21,38,3.82,58,0.49,45,77,0.1
Timothy Johnson,190,120,196,Southpaw,"Mar 13, 1985",3.43,45,3.08,44,1.09,24,69,0
Jordan Johnson,188,93,201,Orthodox,"Nov 18, 1988",3.45,47,2.64,53,3.25,42,100,1.2
Taylor Johnson,183,84,188,Switch,"Nov 09, 1990",5.09,60,1.13,33,8.49,100,100,0
Anthony Johnson,188,93,198,Orthodox,"Mar 06, 1984",3.25,47,1.83,60,2.43,57,77,0.6
Jose Johnson,183,61,183,Orthodox,"May 25, 1995",1,46,1.87,51,0,0,29,0
Chad Johnson,188,120,203,Orthodox,"Jul 22, 1986",5.92,68,7.8,40,0,0,0,0
Daniel Jolly,185,93,190,Orthodox,"Sep 03, 1984",1.32,46,3.39,44,2.83,33,50,0
Liana Jojua,163,57,157,Orthodox,"Mar 22, 1995",2.53,39,4.86,48,1.49,66,50,2.2
Jon Jones,193,93,213,Orthodox,"Jul 19, 1987",4.3,57,2.22,64,1.85,44,95,0.4
Jamelle Jones,183,93,190,Orthodox,"Jan 31, 1988",1.78,80,3.11,65,0,0,0,0
Trevin Jones,170,66,178,Southpaw,"Aug 04, 1990",3.84,61,6.81,35,1.17,20,0,0
Jocelyn Jones-Lybarger,170,52,163,Orthodox,"Oct 04, 1985",2.96,31,4.83,56,0.34,25,81,0
Shawn Jordan,183,120,190,Southpaw,"Oct 21, 1984",2.87,50,3.3,47,1.97,38,76,0.1
Ivan Jorge,175,70,185,Orthodox,"Nov 07, 1980",3.41,49,2.91,59,1.56,16,75,0.6
Scott Jorgensen,165,61,168,Orthodox,"Sep 17, 1982",3.37,40,3.41,65,2.61,45,59,0.7
Krzysztof Jotko,185,84,196,Southpaw,"Aug 19, 1989",2.98,45,1.9,58,1.27,35,87,0.1
Alan Jouban,183,77,185,Southpaw,"Nov 25, 1981",5.67,50,3.77,60,0.51,44,58,0.3
Charles Jourdain,175,66,175,Switch,"Nov 27, 1995",4.79,45,4.11,61,0,0,47,0.7
Dustin Joynson,198,120,198,Orthodox,"Oct 14, 1985",3.28,53,5.63,47,0,0,0,0
Luke Jumeau,180,77,183,Orthodox,"Feb 12, 1988",2.93,43,3.17,58,0.25,100,86,0
Chan Sung Jung,170,66,183,Orthodox,"Mar 17, 1987",4.15,41,4.01,56,0.62,41,75,0.5
Da-Un Jung,193,93,198,Orthodox,"Dec 07, 1993",5.06,43,5.38,55,0,0,83,0.5
Myles Jury,178,66,185,Orthodox,"Oct 31, 1988",2.94,42,2.16,66,2.16,55,50,0.3
Cristiane Justino,173,66,173,Orthodox,"Jul 09, 1985",7.28,52,2.25,64,0.66,55,94,0.4
Kai Kamaka,170,66,175,Orthodox,"Jan 05, 1995",6.58,60,6.74,49,3.68,75,37,0.6
Martin Kampmann,183,77,183,Orthodox,"Apr 17, 1982",3.22,42,3.28,62,1.86,41,78,2
Masanori Kanehara,170,61,170,Orthodox,"Nov 19, 1982",1.88,49,1.63,62,1.44,50,63,0.9
Kyung Ho Kang,175,61,185,Orthodox,"Sep 09, 1987",2.52,44,2.43,58,2.53,59,71,1.1
Bharat Kandare,170,61,183,Orthodox,"Jun 20, 1987",0.7,10,1.88,72,0,0,0,0
Denis Kang,180,84,196,Orthodox,"Sep 17, 1977",2.27,35,1.65,67,2.51,65,38,1.2
Manel Kape,165,57,173,Southpaw,"Nov 14, 1993",3.67,45,4.3,48,1,28,80,0
Impa Kasanganay,180,84,190,Orthodox,"Jan 17, 1994",5.36,49,3.52,60,1.44,83,63,0
Kai Kara-France,163,57,175,Orthodox,"Mar 26, 1993",5.02,39,3.84,66,0.53,23,86,0
Alex Karalexis,173,70,168,Orthodox,"Sep 20, 1977",2.57,42,2.39,54,2.7,45,86,0.9
Nadia Kassem,165,57,168,Southpaw,"Nov 15, 1995",3.13,41,4.48,48,0.46,33,40,2.8
Brad Katona,168,61,163,Orthodox,"Dec 19, 1991",3.33,51,2.98,57,1.25,22,47,0
Calvin Kattar,180,66,183,Orthodox,"Mar 26, 1988",5.07,42,8.16,50,0.37,30,89,0
Sarah Kaufman,165,61,168,Orthodox,"Sep 20, 1985",6.65,46,4,62,0.38,57,81,0
Tatsuya Kawajiri,170,66,175,Orthodox,"May 08, 1978",2.04,44,2.01,50,3.63,48,63,1.1
Brian Kelleher,168,66,168,Switch,"Aug 19, 1986",3.92,39,5.47,53,1,25,59,0.7
Chris Kelades,170,57,173,Orthodox,"Feb 21, 1981",2.4,43,2.64,48,1.04,18,53,0.3
Jeremy Kennedy,180,66,180,Orthodox,"Sep 16, 1992",2.22,46,2.58,47,5.73,52,66,0
Tony Kelley,175,61,178,Switch,"Jan 21, 1987",4.57,47,4.77,43,0,0,50,2
Daniel Kelly,183,84,178,Southpaw,"Oct 31, 1977",3.62,38,4.64,61,1.86,34,78,0.3
Paul Kelly,175,70,178,Orthodox,"Sep 12, 1984",3.22,37,2.61,59,1.34,60,30,1.5
Tim Kennedy,180,84,188,Orthodox,"Sep 01, 1979",2.78,47,1.84,62,2.58,35,70,0.7
Casey Kenney,170,66,173,Southpaw,"Mar 20, 1991",4.81,42,4.3,59,1.1,39,59,0.5
Will Kerr,178,70,175,Orthodox,"Oct 21, 1982",1.91,42,6.22,33,0,0,0,14.3
Sergey Khandozhko,185,77,188,Orthodox,"May 19, 1992",2.83,42,1.7,60,0.5,16,64,0
Rustam Khabilov,173,70,185,Orthodox,"Nov 04, 1986",1.98,34,2.16,65,3.95,41,61,0.1
Alfred Khashakyan,173,61,178,Orthodox,"Jul 17, 1988",6.14,42,6.38,40,3.54,25,0,0
Aliaskhab Khizriev,175,84,188,Southpaw,"Aug 24, 1990",6,83,3.6,66,18,50,0,18
Katsunori Kikuno,173,66,168,Orthodox,"Oct 31, 1981",2.64,40,2.47,61,1.88,75,76,0.8
